item,size,place,observed_on,date_source,median,n
deschutes black butte porter,,Gott's Napa,2012-06-17,wayback,4.5,2
deviled eggs,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,13.0,1
diane lane,,Angele Restaurant & Bar,2014-09-20,wayback,12.0,1
diane lane,,Angele Restaurant & Bar,2015-03-05,wayback,12.0,1
dogfish head 90 minute ipa,,Gott's Napa,2015-05-13,wayback,7.5,2
dogfish head 90 minute ipa,,Gott's Napa,2015-07-24,wayback,7.5,1
dogfish head 90 minute ipa,,Gott's Napa,2017-07-22,wayback,8.0,1
dogfish head 90 minute ipa,,Gott's Napa,2021-01-17,wayback,8.5,1
dogfish head 90 minute ipa,16oz,Gott's Napa,2014-12-22,wayback,6.0,1
dogfish head 90 minute ipa,16oz,Gott's Napa,2015-11-23,wayback,7.5,1
dogfish head 90 minute ipa,Draft,Gott's Napa,2015-02-06,wayback,6.0,1
dogfish head 90 minute ipa,Draft (16oz),Gott's Napa,2014-12-22,wayback,6.0,1
dolce late harvest 07,,Angele Restaurant & Bar,2014-09-20,wayback,20.0,1
dom p rignon,,Bistro Don Giovanni,2020-09-21,wayback,375.0,1
domain barat chablis,,Bistro Don Giovanni,2020-09-21,wayback,18.0,2
domain leflaive m con verz,,Bistro Don Giovanni,2020-09-21,wayback,104.0,1
domain leflaive puligny montrachet premier cru clavoillon,,Bistro Don Giovanni,2020-09-21,wayback,420.0,1
domaine barat chablis burgundy france,,Bistro Don Giovanni,2020-09-21,wayback,18.0,1
domaine barat chablis premier cru vaillons france,,Bistro Don Giovanni,2019-09-19,wayback,16.0,1
domaine carneros brut by taittinger,,Bistro Don Giovanni,2017-01-10,wayback,13.0,1
domaine carneros brut by taittinger,,Bistro Don Giovanni,2019-09-19,wayback,15.0,1
domaine carneros brut by taittinger,,Bistro Don Giovanni,2020-03-27,wayback,15.0,1
domaine carneros brut by taittinger,,Bistro Don Giovanni,2020-09-21,wayback,17.0,4
domaine carneros brut by taittinger,,Bistro Don Giovanni,2022-01-20,wayback,17.0,1
domaine carneros brut by taittinger,,Bistro Don Giovanni,2022-05-27,wayback,17.0,1
domaine de l alliance sauternes 09,,Angele Restaurant & Bar,2014-09-20,wayback,16.0,1
domaine de la roman e conti echezeaux,,Bistro Don Giovanni,2020-09-21,wayback,3700.0,3
domaine de terrebrune bandol ros,375 ml.,Bistro Don Giovanni,2020-09-21,wayback,37.0,1
domaine de terrebrune bandol ros,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,38.0,1
domaine ott by ott ros,,Bistro Don Giovanni,2017-01-10,wayback,14.0,1
domaine ott by ott ros,,Bistro Don Giovanni,2020-03-27,wayback,14.0,1
domaine ott by ott ros,,Bistro Don Giovanni,2020-09-21,wayback,15.0,3
domaine ott by ott ros,,Bistro Don Giovanni,2021-01-27,wayback,15.0,1
domaine ott by ott ros,,Bistro Don Giovanni,2022-05-27,wayback,15.0,1
domaine ott by ott ros,,Bistro Don Giovanni,2023-12-05,wayback,16.0,2
domaine ott by ott ros c tes de provence france,,Bistro Don Giovanni,2019-09-19,wayback,14.0,1
domaine ott by ott ros c tes de provence france,,Bistro Don Giovanni,2020-09-21,wayback,15.0,1
domaine ott by ott ros c tes de provence france,,Bistro Don Giovanni,2022-01-20,wayback,15.0,1
domaine ott by ott ros c tes de provence france,,Bistro Don Giovanni,2023-04-01,wayback,15.0,1
domaine tempier bandol ros,,Bistro Don Giovanni,2020-09-21,wayback,96.0,1
domaine william f vre chablis,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,52.0,1
domestic prosciutto,,Genova Delicatessen,2026-08-05,fallback,14.95,1
don manhattan,,Bistro Don Giovanni,2019-09-19,wayback,13.0,1
don manhattan,,Bistro Don Giovanni,2020-03-27,wayback,13.0,1
don manhattan,,Bistro Don Giovanni,2020-09-21,wayback,14.0,2
don manhattan,,Bistro Don Giovanni,2021-01-27,wayback,14.0,1
don manhattan,,Bistro Don Giovanni,2022-01-20,wayback,14.0,1
don manhattan,,Bistro Don Giovanni,2022-05-27,wayback,15.0,1
don manhattan,,Bistro Don Giovanni,2023-04-01,wayback,15.0,1
don manhattan,,Bistro Don Giovanni,2023-12-05,wayback,15.0,2
dona paula 10 malbec,,Gott's Napa,2013-02-28,wayback,21.0,2
dona paula 10 malbec,Bottle,Gott's Napa,2012-06-17,wayback,21.0,2
dona paula 10 malbec,Glass,Gott's Napa,2012-06-17,wayback,7.0,2
donnafugata anthilia cataratto,,Bistro Don Giovanni,2020-09-21,wayback,32.0,1
donnafugata ben ry,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
donnafugata ben ry zibibbo sicilia,,Bistro Don Giovanni,2022-01-20,wayback,16.0,1
donnafugata ben ry zibibbo sicilia,,Bistro Don Giovanni,2022-05-27,wayback,16.0,1
donnafugata ben ry zibibbo sicilia,,Bistro Don Giovanni,2023-04-01,wayback,16.0,1
donnafugata ben ry zibibbo sicilia,,Bistro Don Giovanni,2023-12-05,wayback,16.0,1
double,,Barney's Burgers,2024-01-15,dom,9.99,1
double,,Barney's Burgers,2026-08-05,web,9.2,1
double bacon cheddar,,Barney's Burgers,2026-08-05,web,11.45,1
double cheeseburger,,Gott's Napa,2011-03-22,wayback,10.99,2
double cheeseburger,,Gott's Napa,2012-05-15,wayback,10.99,2
double cheeseburger,,Gott's Napa,2012-06-17,wayback,10.99,2
double cheeseburger,,Gott's Napa,2014-08-11,wayback,10.99,2
double cheeseburger,,Gott's Napa,2014-10-29,wayback,10.99,1
double cheeseburger,,Gott's Napa,2014-12-22,wayback,10.99,2
double cheeseburger,,Gott's Napa,2015-02-06,wayback,10.99,2
double cheeseburger,,Gott's Napa,2015-05-13,wayback,10.99,2
double cheeseburger,,Gott's Napa,2015-07-24,wayback,10.99,1
double cheeseburger,,Gott's Napa,2015-11-23,wayback,10.99,1
double cheeseburger,,Gott's Napa,2017-07-22,wayback,11.49,1
double cheeseburger,,Gott's Napa,2021-01-17,wayback,13.99,1
double cheeseburger,,McDonald's,2022-04-16,exif,3.69,1
double double,,In-N-Out Burger,2026-06-25,exif,5.9,4
double double,,In-N-Out Burger,2025-02-25,exif,5.65,1
double double,,In-N-Out Burger,2026-06-11,exif,5.9,1
double double french fries and medium drink,,In-N-Out Burger,2026-06-25,exif,9.6,6
double double french fries and medium drink,Medium Drink,In-N-Out Burger,2025-02-25,exif,8.35,3
double double french fries and medium drink,,In-N-Out Burger,2026-06-11,exif,8.7,3
double jack burger,,Jack in the Box,2025-08-11,exif,7.99,1
double jack combo,,Jack in the Box,2025-08-11,exif,12.29,1
double jack meal,,Jack in the Box,2025-08-11,exif,12.0,1
double quarter pounder with cheese,,McDonald's,2022-04-16,exif,10.49,1
double with cheese,,Barney's Burgers,2026-08-05,web,9.9,1
dr loosen riesling,Half Bottle,Gott's Napa,2014-10-29,wayback,17.0,1
draft beer,,Gott's Napa,2015-02-06,wayback,6.0,1
draft beer,,Gott's Napa,2015-02-13,wayback,5.5,1
draft beer,16oz,Gott's Napa,2014-10-29,wayback,5.5,1
drafts,,Gott's Napa,2012-06-17,wayback,5.5,2
drake s 1500 pale ale,,Gott's Napa,2014-12-22,wayback,4.5,1
drake s 1500 pale ale,,Gott's Napa,2015-02-13,wayback,4.5,1
drake s 1500 pale ale,,Gott's Napa,2015-05-13,wayback,4.5,1
drake s 1500 pale ale,,Gott's Napa,2015-07-24,wayback,5.0,1
drake s 1500 pale ale,12oz,Gott's Napa,2014-08-11,wayback,4.5,2
drake s 1500 pale ale,12oz,Gott's Napa,2014-10-29,wayback,4.5,1
drake s 1500 pale ale,12oz,Gott's Napa,2015-02-06,wayback,4.5,2
drake s 1500 pale ale,12oz,Gott's Napa,2015-05-13,wayback,4.5,1
drake s 1500 pale ale,16oz,Gott's Napa,2015-11-23,wayback,6.5,1
drake s 1500 pale ale,Bottled (12oz),Gott's Napa,2014-12-22,wayback,4.5,1
drake s pilsner,,Bistro Don Giovanni,2019-09-19,wayback,6.0,1
drinks,Large,Barney's Burgers,2024-01-15,dom,2.99,1
drinks,Large,Barney's Burgers,2025-08-18,exif,2.99,1
drinks,Medium,Barney's Burgers,2024-01-15,dom,2.79,1
drinks,Medium,Barney's Burgers,2025-08-18,exif,2.79,1
drinks,Small,Barney's Burgers,2024-01-15,dom,1.99,1
drinks,Small,Barney's Burgers,2025-08-18,exif,1.99,1
dubonnet rouge,,Angele Restaurant & Bar,2015-03-05,wayback,10.0,1
duck confit,,Angele Restaurant & Bar,2017-08-29,wayback,30.0,1
duck liver mousse cr me fra che gel e fruit compote country toast,,Angele Restaurant & Bar,2015-02-25,wayback,14.0,1
duck liver mousse cr me fra che gel e fruit compote country toast,,Angele Restaurant & Bar,2015-03-05,wayback,14.0,1
duckhorn,,Bistro Don Giovanni,2020-09-21,wayback,82.0,2
duckhorn 13 sauvignon blanc,,Gott's Napa,2012-06-17,wayback,17.0,1
duckhorn 13 sauvignon blanc,,Gott's Napa,2014-12-22,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2011-03-22,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2014-08-11,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2014-10-29,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2015-02-06,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2015-02-13,wayback,17.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2017-07-22,wayback,19.0,1
duckhorn 13 sauvignon blanc,Half Bottle,Gott's Napa,2021-01-17,wayback,23.0,1
duckhorn 13 sauvignon blanc,Half bottle,Gott's Napa,2014-08-11,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,,Gott's Napa,2012-05-15,wayback,17.0,2
duckhorn 13 sauvignon blanc napa valley,,Gott's Napa,2012-06-17,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,,Gott's Napa,2014-12-22,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,,Gott's Napa,2015-02-06,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,Half Bottle,Gott's Napa,2015-05-13,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,Half Bottle,Gott's Napa,2015-11-23,wayback,17.0,1
duckhorn 13 sauvignon blanc napa valley,half bottle,Gott's Napa,2015-05-13,wayback,17.0,1
duckhorn sauvignon blanc,Half Bottle,Bistro Don Giovanni,2020-09-21,wayback,32.0,1
dumol finn,,Bistro Don Giovanni,2020-09-21,wayback,188.0,1
durban muscat beaumes de venise 09,,Angele Restaurant & Bar,2014-09-20,wayback,8.0,1
earl grey cr me black tea fusion medium bold caffeine,,Angele Restaurant & Bar,2014-09-20,wayback,4.0,1
earth s offerings,,Perez Kitchen & Bar,2026-08-05,pdf,19.0,1
edel,,Bistro Don Giovanni,2023-04-01,wayback,16.0,1
edel,,Bistro Don Giovanni,2023-12-05,wayback,16.0,2
edizione pennino by francis ford coppola,,Bistro Don Giovanni,2020-09-21,wayback,110.0,1
edl,,Bistro Don Giovanni,2022-05-27,wayback,16.0,1
egg and cheese,,Code 4 Taphouse,2025-11-15,exif,15.95,1
egg salad,,Genova Delicatessen,2026-08-05,fallback,12.95,1
egg salad w cheese,,Genova Delicatessen,2026-08-05,fallback,13.95,1
egg white omelet,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,9.99,1
eggplant,,Genova Delicatessen,2024-08-31,exif,15.95,1
eggplant,,Genova Delicatessen,2026-08-05,fallback,15.95,1
eggs benedict parisian ham model bakery english mu n hollandaise saut ed greens,,Angele Restaurant & Bar,2016-05-08,wayback,22.0,1
egyptian chamomile select botanical caffeine free,,Angele Restaurant & Bar,2014-09-20,wayback,4.0,1
einst k icelandic white ale,,Gott's Napa,2021-01-17,wayback,5.5,1
einst k white ale iceland,,Angele Restaurant & Bar,2015-03-05,wayback,5.0,1
el bandito,,Angele Restaurant & Bar,2015-03-05,wayback,12.0,1
el dorado 15 yr special reserve fine demerara,,Angele Restaurant & Bar,2014-09-20,wayback,10.0,2
elijah,,Perez Kitchen & Bar,2026-08-05,pdf,20.0,1
enroute les pommiers,,Bistro Don Giovanni,2020-09-21,wayback,120.0,1
erdinger,,Bistro Don Giovanni,2019-09-19,wayback,5.0,1
erdinger,,Bistro Don Giovanni,2020-03-27,wayback,5.0,1
erdinger,,Bistro Don Giovanni,2020-09-21,wayback,6.0,2
erdinger n a,,Bistro Don Giovanni,2021-01-27,wayback,6.0,1
erdinger n a,,Bistro Don Giovanni,2022-01-20,wayback,6.0,1
erdinger n a,,Bistro Don Giovanni,2022-05-27,wayback,6.0,1
erdinger n a,,Bistro Don Giovanni,2023-04-01,wayback,6.0,1
erdinger n a,,Bistro Don Giovanni,2023-12-05,wayback,6.5,2
escargots vol au vent,,Angele Restaurant & Bar,2017-08-29,wayback,16.0,1
espresso,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,1.99,1
espresso,,McDonald's,2022-04-16,exif,3.55,1
etude grace benoist ranch,,Bistro Don Giovanni,2020-09-21,wayback,76.0,1
experience 11 cabernet sauvignon,Bottle,Gott's Napa,2014-08-11,wayback,30.0,2
experience 11 cabernet sauvignon,Bottle,Gott's Napa,2014-12-22,wayback,30.0,1
experience 11 cabernet sauvignon,Glass,Gott's Napa,2014-08-11,wayback,10.0,2
experience 11 cabernet sauvignon,Glass,Gott's Napa,2014-12-22,wayback,10.0,1
experience 11 cabernet sauvignon napa valley,,Gott's Napa,2014-12-22,wayback,50.0,1
experience 11 cabernet sauvignon napa valley,Bottle,Gott's Napa,2014-12-22,wayback,30.0,1
experience 11 cabernet sauvignon napa valley,Glass,Gott's Napa,2014-12-22,wayback,10.0,1
expression 38 by william elana hill russian camp,,Bistro Don Giovanni,2020-09-21,wayback,58.0,1
extra bbq,,Barney's Burgers,2024-01-15,dom,0.5,1
extra bbq,,Barney's Burgers,2026-08-05,web,0.5,1
extra cheese,,Barney's Burgers,2024-01-15,dom,0.75,1
extra cheese,,Barney's Burgers,2026-08-05,web,0.65,1
extra patty,,Barney's Burgers,2026-08-05,web,3.0,1
extra topping,,Gott's Napa,2015-02-13,wayback,1.25,1
extreme,,Barney's Burgers,2026-08-05,web,17.0,1
extreme with cheese,,Barney's Burgers,2026-08-05,web,19.0,1
f meyer kirsch,,Angele Restaurant & Bar,2014-09-20,wayback,11.0,1
f meyer mirabelle,,Angele Restaurant & Bar,2014-09-20,wayback,10.0,1
f meyer poire williams,,Angele Restaurant & Bar,2014-09-20,wayback,11.0,1
failla,,Bistro Don Giovanni,2020-09-21,wayback,72.0,1
failla pinot noir,,Bistro Don Giovanni,2020-03-27,wayback,18.0,1
failla pinot noir,,Bistro Don Giovanni,2020-09-21,wayback,18.0,2
failla pinot noir,,Bistro Don Giovanni,2021-01-27,wayback,18.0,1
failla pinot noir,,Bistro Don Giovanni,2022-05-27,wayback,18.0,1
failla pinot noir,,Bistro Don Giovanni,2023-12-05,wayback,20.0,1
failla pinot noir sonoma coast,,Bistro Don Giovanni,2019-09-19,wayback,18.0,1
failla pinot noir sonoma coast,,Bistro Don Giovanni,2020-09-21,wayback,18.0,1
failla pinot noir sonoma coast,,Bistro Don Giovanni,2022-01-20,wayback,18.0,1
failla pinot noir sonoma coast,,Bistro Don Giovanni,2023-04-01,wayback,18.0,1
failla platt vineyard,,Bistro Don Giovanni,2020-09-21,wayback,110.0,1
falafel salad,,Gott's Napa,2021-01-17,wayback,11.99,1
fallen apple,,Angele Restaurant & Bar,2014-09-20,wayback,12.0,1
far niente,,Bistro Don Giovanni,2020-09-21,wayback,95.0,1
far niente dolce,,Bistro Don Giovanni,2022-05-27,wayback,24.0,1
far niente dolce,,Bistro Don Giovanni,2023-12-05,wayback,24.0,2
far niente dolce napa valley,,Bistro Don Giovanni,2022-01-20,wayback,24.0,1
far niente dolce napa valley,,Bistro Don Giovanni,2023-04-01,wayback,24.0,1
farm fresh eggs,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,1.79,1
farmer s light lager,,Bistro Don Giovanni,2023-12-05,wayback,8.0,1
farmstead,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,65.0,1
farmstead,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,65.0,1
farmstead,,Farmstead at Long Meadow Ranch,2024-06-09,wayback,65.0,1
farmstead bacon,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,14.0,1
farmstead bar,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,14.0,1
farmstead bar,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,14.0,1
farmstead bar,,Farmstead at Long Meadow Ranch,2024-06-09,wayback,14.0,1
farmstead bloody mary,,Farmstead at Long Meadow Ranch,2026-06-15,pdf,20.0,1
farmstead chocolate chunk cookie,,Farmstead at Long Meadow Ranch,2025-10-15,pdf,4.0,1
farmstead deviled eggs,,Farmstead at Long Meadow Ranch,2021-05-06,wayback,4.0,1
farmstead deviled eggs,,Farmstead at Long Meadow Ranch,2021-05-11,wayback,4.0,1
farmstead deviled eggs,,Farmstead at Long Meadow Ranch,2021-08-02,wayback,4.0,2
farmstead deviled eggs,,Farmstead at Long Meadow Ranch,2024-06-19,wayback,4.0,1
fat tire amber ale,,Gott's Napa,2014-12-22,wayback,4.5,1
fat tire amber ale,,Gott's Napa,2015-05-13,wayback,4.5,1
fat tire amber ale,,Gott's Napa,2015-07-24,wayback,5.0,1
fat tire amber ale,,Gott's Napa,2017-07-22,wayback,5.0,1
fat tire amber ale,,Gott's Napa,2021-01-17,wayback,5.5,1
fat tire amber ale,12oz,Gott's Napa,2015-02-06,wayback,4.5,2
fat tire amber ale,12oz,Gott's Napa,2015-05-13,wayback,4.5,1
fat tire amber ale,12oz,Gott's Napa,2015-11-23,wayback,5.0,1
fat tire amber ale,Bottled (12oz),Gott's Napa,2014-12-22,wayback,4.5,1
faux filet,,Angele Restaurant & Bar,2012-04-09,wayback,32.0,1
fava tortellini,,Angele Restaurant & Bar,2013-06-27,wayback,22.0,1
fernet branca,,Angele Restaurant & Bar,2014-09-20,wayback,9.0,1
ferrari brut ros,,Bistro Don Giovanni,2020-09-21,wayback,65.0,1
fettuccine bolognese,,Bistro Don Giovanni,2017-01-10,wayback,19.0,1
fettucine,,Bistro Don Giovanni,2023-12-05,wayback,32.0,1
fever tree ginger beer,,Bistro Don Giovanni,2017-01-10,wayback,3.5,1
fever tree ginger beer,,Bistro Don Giovanni,2019-09-19,wayback,3.5,2
fever tree ginger beer,,Bistro Don Giovanni,2020-03-27,wayback,3.5,1
fever tree ginger beer,,Bistro Don Giovanni,2020-09-21,wayback,3.5,2
fever tree ginger beer,,Bistro Don Giovanni,2021-01-27,wayback,3.5,1
fever tree ginger beer,,Bistro Don Giovanni,2022-01-20,wayback,3.5,1
fever tree ginger beer,,Bistro Don Giovanni,2022-05-27,wayback,3.5,1
fever tree ginger beer,,Bistro Don Giovanni,2023-04-01,wayback,4.0,1
fever tree ginger beer,,Bistro Don Giovanni,2023-12-05,wayback,4.0,2
fiery chili cream cheese poppers,,The Depot Eatery,2026-08-05,web,7.0,1
figs,,Bistro Don Giovanni,2019-09-19,wayback,24.0,1
fiji water,1ltr,Bistro Don Giovanni,2017-01-10,wayback,8.0,1
fiji water,500ml,Bistro Don Giovanni,2017-01-10,wayback,4.0,1
filet o fish,,McDonald's,2022-04-16,exif,8.49,1
firelit coffee liqueur,,Angele Restaurant & Bar,2014-09-20,wayback,14.0,1
firenze spritz,,Bistro Don Giovanni,2017-01-10,wayback,12.0,1
firenze spritz,,Bistro Don Giovanni,2019-09-19,wayback,12.0,1
firenze spritz,,Bistro Don Giovanni,2020-03-27,wayback,12.0,1
firenze spritz,,Bistro Don Giovanni,2020-09-21,wayback,14.0,2
firenze spritz,,Bistro Don Giovanni,2021-01-27,wayback,15.0,1
firenze spritz,,Bistro Don Giovanni,2022-01-20,wayback,15.0,1
firenze spritz,,Bistro Don Giovanni,2022-05-27,wayback,15.0,1
firenze spritz,,Bistro Don Giovanni,2023-04-01,wayback,15.0,1
firenze spritz,,Bistro Don Giovanni,2023-12-05,wayback,15.0,2
firestone mind haze hazy ipa,,Bistro Don Giovanni,2022-01-20,wayback,7.0,1
firestone mind haze hazy ipa,,Bistro Don Giovanni,2022-05-27,wayback,7.0,1
firestone mind haze hazy ipa,,Bistro Don Giovanni,2023-04-01,wayback,7.0,1
firestone mind haze hazy ipa,,Bistro Don Giovanni,2023-12-05,wayback,7.0,1
firestone walker 805 blonde ale,,Gott's Napa,2017-07-22,wayback,5.0,1
firestone walker 805 blonde ale,,Gott's Napa,2021-01-17,wayback,5.0,1
firestone walker double barrel ale,,Gott's Napa,2014-12-22,wayback,5.0,1
firestone walker double barrel ale,,Gott's Napa,2015-05-13,wayback,5.0,1
firestone walker double barrel ale,,Gott's Napa,2015-07-24,wayback,5.0,1
firestone walker double barrel ale,12oz,Gott's Napa,2014-08-11,wayback,5.0,2
firestone walker double barrel ale,12oz,Gott's Napa,2014-10-29,wayback,5.0,1
firestone walker double barrel ale,12oz,Gott's Napa,2015-02-06,wayback,5.0,2
firestone walker double barrel ale,12oz,Gott's Napa,2015-05-13,wayback,5.0,1
firestone walker double barrel ale,12oz,Gott's Napa,2015-11-23,wayback,5.0,1
firestone walker double barrel ale,Bottled (12oz),Gott's Napa,2014-12-22,wayback,5.0,1
fish and chips,,Gott's Napa,2011-03-22,wayback,15.99,2
fish chips,,Gott's Napa,2014-08-11,wayback,16.99,2
fish chips,,Gott's Napa,2014-12-22,wayback,16.99,2
fish chips,,Gott's Napa,2015-02-06,wayback,16.99,2
fish chips,,Gott's Napa,2015-05-13,wayback,16.99,2
fish chips,,Gott's Napa,2015-07-24,wayback,16.99,1
fish chips,,Gott's Napa,2015-11-23,wayback,16.99,1
fish chips,,Gott's Napa,2017-07-22,wayback,16.99,1
fish chips basket,,The Depot Eatery,2026-08-05,web,18.0,1
fish tacos,,Gott's Napa,2011-03-22,wayback,12.99,1
fish tacos,,Gott's Napa,2012-05-15,wayback,12.99,2
fish tacos,,Gott's Napa,2012-06-17,wayback,12.99,2
fish tacos,,Gott's Napa,2014-10-29,wayback,12.99,1
fish tacos,2 tacos,Gott's Napa,2011-03-22,wayback,12.99,1
fist full o dollars,,Angele Restaurant & Bar,2015-03-05,wayback,12.0,1
five guys shake,,Five Guys,2023-11-27,exif,5.2,1
flat iron steak bites,,The Depot Eatery,2026-08-05,web,12.0,1
floats,24oz,Gott's Napa,2021-01-17,wayback,4.99,1
floats with organic vanilla ice cream root beer,,Gott's Napa,2015-02-06,wayback,4.99,2
floats with organic vanilla ice cream root beer,24oz,Gott's Napa,2015-05-13,wayback,4.99,4
floats with organic vanilla ice cream root beer,24oz,Gott's Napa,2015-11-23,wayback,4.99,1
floats with organic vanilla ice cream root beer,24oz,Gott's Napa,2017-07-22,wayback,4.99,1
floats with organic vanilla ice cream root beer,24oz.,Gott's Napa,2015-07-24,wayback,4.99,1
flowers camp meeting ridge vineyard,,Bistro Don Giovanni,2020-09-21,wayback,178.0,1
fluffy pancakes,1,Code 4 Taphouse,2025-11-15,exif,6.95,2
foccacia breakfast sandwich,,Cartwright's Taprock Northwest Grill,2014-08-01,wayback,10.49,1
foie gras au torchon,,Angele Restaurant & Bar,2012-04-09,wayback,18.0,1
fort point ksa,,Gott's Napa,2021-01-17,wayback,8.0,1
fountain soda,16oz,Gott's Napa,2015-05-13,wayback,2.49,2
fountain soda,16oz,Gott's Napa,2015-11-23,wayback,2.49,1
fountain soda,16oz,Gott's Napa,2017-07-22,wayback,2.69,1
fountain soda,16oz,Gott's Napa,2021-01-17,wayback,2.69,1
fountain soda,16oz.,Gott's Napa,2015-07-24,wayback,2.49,1
fountain soda,24oz,Gott's Napa,2015-05-13,wayback,2.99,2
fountain soda,24oz,Gott's Napa,2015-11-23,wayback,2.99,1
fountain soda,24oz,Gott's Napa,2017-07-22,wayback,2.99,1
fountain soda,24oz,Gott's Napa,2021-01-17,wayback,2.99,1
